District,Crop,Crop_Year,Season,Area ,Production,Yield,Irrigation Method,Water Consumption (liters/hectare),Water Availability (liters/hectare)
ajmer,Barley,2002,Rabi       ,7.847763612,6.240329147,0.657054609,Canal Irrigation,8318.884321,8775.857827
ajmer,Barley,2003,Rabi       ,8.335139873,6.786561591,0.762987143,Sprinkler Irrigation,12010.235,12905.24169
ajmer,Barley,2004,Rabi       ,8.359514344,6.785615918,0.755710204,Sprinkler Irrigation,11392.33063,10973.48962
ajmer,Barley,2005,Rabi       ,8.597858744,6.770355449,0.677933256,Drip Irrigation,15896.18643,16849.76939
ajmer,Barley,2006,Rabi       ,8.495628517,6.822131555,0.733279713,Canal Irrigation,8318.884321,8775.857827
ajmer,Barley,2007,Rabi       ,8.322265292,6.683630829,0.719785568,Sprinkler Irrigation,12010.235,12905.24169
ajmer,Barley,2008,Rabi       ,8.398001558,6.804773521,0.753579238,Sprinkler Irrigation,11392.33063,10973.48962
ajmer,Barley,2009,Rabi       ,7.787228046,6.376801889,0.73797335,Drip Irrigation,15896.18643,16849.76939
ajmer,Barley,2010,Rabi       ,9.850537705,7.708363878,0.744813561,Canal Irrigation,8318.884321,8775.857827
ajmer,Barley,2011,Rabi       ,9.088030979,7.328775248,0.790420722,Sprinkler Irrigation,12010.235,12905.24169
ajmer,Barley,2012,Rabi       ,9.429858621,7.638309607,0.830838343,Sprinkler Irrigation,11392.33063,10973.48962
ajmer,Barley,2013,Rabi       ,9.383092273,7.51092815,0.788656829,Drip Irrigation,15896.18643,16849.76939
ajmer,Barley,2014,Rabi       ,9.383232541,7.338489708,0.709391512,Canal Irrigation,8318.884321,8775.857827
ajmer,Barley,2015,Rabi       ,9.096819684,7.281851241,0.76702319,Sprinkler Irrigation,12010.235,12905.24169
ajmer,Barley,2016,Rabi       ,9.296159481,7.54885688,0.828758612,Sprinkler Irrigation,11392.33063,10973.48962
ajmer,Barley,2017,Rabi       ,8.993991999,7.249636296,0.782341608,Drip Irrigation,15896.18643,16849.76939
ajmer,Barley,2018,Rabi       ,8.890483027,7.270201403,0.818678487,Canal Irrigation,8318.884321,8775.857827
ajmer,Barley,2019,Rabi       ,9.523955243,7.695587541,0.830148135,Sprinkler Irrigation,12010.235,12905.24169
alwar,Barley,1997,Rabi       ,8.735496355,6.973409965,0.732089064,Canal Irrigation,12545.4792,13191.87476
alwar,Barley,1998,Rabi       ,8.723947331,7.058707283,0.773882767,Canal Irrigation,7262.32941,7523.14917
alwar,Barley,1999,Rabi       ,8.7959208,7.179608602,0.806342116,Drip Irrigation,7521.343136,7939.542346
alwar,Barley,2000,Rabi       ,9.243793589,7.375243013,0.768018771,Canal Irrigation,12545.4792,13191.87476
alwar,Barley,2001,Rabi       ,8.713241511,7.090047206,0.790420722,Canal Irrigation,7262.32941,7523.14917
alwar,Barley,2002,Rabi       ,9.10939951,7.424418931,0.82594256,Drip Irrigation,7521.343136,7939.542346
alwar,Barley,2003,Rabi       ,8.991883511,7.117546658,0.722305621,Canal Irrigation,12545.4792,13191.87476
alwar,Barley,2004,Rabi       ,8.684127573,7.162225904,0.828059257,Canal Irrigation,7262.32941,7523.14917
alwar,Barley,2005,Rabi       ,8.842955123,7.207170696,0.804734073,Drip Irrigation,7521.343136,7939.542346
alwar,Barley,2006,Rabi       ,8.913139184,7.315595735,0.831525542,Canal Irrigation,12545.4792,13191.87476
alwar,Barley,2007,Rabi       ,8.913930806,7.255325144,0.806342116,Canal Irrigation,7262.32941,7523.14917
alwar,Barley,2008,Rabi       ,8.999515882,7.439005498,0.859062692,Drip Irrigation,7521.343136,7939.542346
alwar,Barley,2009,Rabi       ,8.931223103,7.398478986,0.860200875,Canal Irrigation,12545.4792,13191.87476
alwar,Barley,2010,Rabi       ,8.835248924,7.327159981,0.856177507,Canal Irrigation,7262.32941,7523.14917
alwar,Barley,2011,Rabi       ,8.804956163,7.29895996,0.852638349,Drip Irrigation,7521.343136,7939.542346
alwar,Barley,2012,Rabi       ,8.722121517,7.278924588,0.864665504,Canal Irrigation,12545.4792,13191.87476
alwar,Barley,2013,Rabi       ,8.666676602,7.162131502,0.832890996,Canal Irrigation,7262.32941,7523.14917
alwar,Barley,2014,Rabi       ,8.571491548,7.086164572,0.826651251,Drip Irrigation,7521.343136,7939.542346
alwar,Barley,2015,Rabi       ,8.469663661,7.089489109,0.853234158,Canal Irrigation,12545.4792,13191.87476
alwar,Barley,2016,Rabi       ,8.385249727,7.118230108,0.883640077,Canal Irrigation,7262.32941,7523.14917
alwar,Barley,2017,Rabi       ,8.345350213,7.093705482,0.88411793,Drip Irrigation,7521.343136,7939.542346
alwar,Barley,2018,Rabi       ,8.120553048,6.936824329,0.878765449,Canal Irrigation,12545.4792,13191.87476
alwar,Barley,2019,Rabi       ,8.00494729,6.833923933,0.867924373,Canal Irrigation,7262.32941,7523.14917
bhilwara,Barley,1997,Rabi       ,9.237030498,7.273712913,0.722305621,Canal Irrigation,14299.11922,13684.144
bhilwara,Barley,1998,Rabi       ,9.10098476,7.087594471,0.674841114,Canal Irrigation,13094.46749,12702.29625
bhilwara,Barley,1999,Rabi       ,8.466182782,6.575097061,0.624760689,Sprinkler Irrigation,7095.852075,6555.573166
bhilwara,Barley,2000,Rabi       ,8.389969743,6.696627735,0.706711506,Tube Well,7729.18636,6736.580505
bhilwara,Barley,2001,Rabi       ,8.807717197,7.098509396,0.768018771,Canal Irrigation,11398.0015,10741.65293
bhilwara,Barley,2002,Rabi       ,7.642361835,6.058053878,0.634164617,Canal Irrigation,14299.11922,13684.144
bhilwara,Barley,2003,Rabi       ,7.99155081,6.389827458,0.683994268,Canal Irrigation,13094.46749,12702.29625
bhilwara,Barley,2004,Rabi       ,8.66244155,6.974146488,0.753579238,Sprinkler Irrigation,7095.852075,6555.573166
bhilwara,Barley,2005,Rabi       ,8.7401324,7.034763526,0.757817806,Tube Well,7729.18636,6736.580505
bhilwara,Barley,2006,Rabi       ,9.206711324,7.357609605,0.769994121,Canal Irrigation,11398.0015,10741.65293
bhilwara,Barley,2007,Rabi       ,8.898143345,7.050791938,0.719785568,Canal Irrigation,14299.11922,13684.144
bhilwara,Barley,2008,Rabi       ,8.555273977,6.856021236,0.730891393,Canal Irrigation,13094.46749,12702.29625
bhilwara,Barley,2009,Rabi       ,8.251693441,6.674740445,0.736810161,Sprinkler Irrigation,7095.852075,6555.573166
bhilwara,Barley,2010,Rabi       ,9.552795183,7.565398848,0.765016,Tube Well,7729.18636,6736.580505
bhilwara,Barley,2011,Rabi       ,9.324097688,7.465229627,0.785075522,Canal Irrigation,11398.0015,10741.65293
bhilwara,Barley,2012,Rabi       ,9.396142544,7.557806146,0.805540004,Canal Irrigation,14299.11922,13684.144
bhilwara,Barley,2013,Rabi       ,9.419574968,7.562094669,0.801471601,Canal Irrigation,13094.46749,12702.29625
bhilwara,Barley,2014,Rabi       ,9.420179408,7.304534982,0.680984026,Sprinkler Irrigation,7095.852075,6555.573166
bhilwara,Barley,2015,Rabi       ,9.048516317,7.205243138,0.747042093,Tube Well,7729.18636,6736.580505
bhilwara,Barley,2016,Rabi       ,9.443487598,7.608504537,0.814921098,Canal Irrigation,11398.0015,10741.65293
bhilwara,Barley,2017,Rabi       ,9.264088556,7.483579756,0.809512934,Canal Irrigation,14299.11922,13684.144
bhilwara,Barley,2018,Rabi       ,9.168705255,7.456897316,0.823797469,Canal Irrigation,13094.46749,12702.29625
bhilwara,Barley,2019,Rabi       ,9.435811236,7.662130063,0.838891812,Sprinkler Irrigation,7095.852075,6555.573166
ganganagar,Barley,1997,Rabi       ,8.454095774,6.405644781,0.544799907,Tube Well,9180.030218,10171.94735
ganganagar,Barley,1998,Rabi       ,8.328786749,6.614752774,0.686964808,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,1999,Rabi       ,8.496223128,6.749827231,0.698465624,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2000,Rabi       ,9.280275437,7.213355583,0.680984026,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2001,Rabi       ,8.298047378,6.537496589,0.658728453,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2002,Rabi       ,8.73662028,6.808567983,0.653671167,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2003,Rabi       ,8.602598872,6.78067184,0.680984026,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2004,Rabi       ,8.725920917,6.961464403,0.72847473,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2005,Rabi       ,8.920177096,7.167782019,0.76702319,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2006,Rabi       ,9.343940497,7.534356584,0.809512934,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2007,Rabi       ,9.59524519,7.68316928,0.806342116,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2008,Rabi       ,10.12329395,8.125976664,0.853827568,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2009,Rabi       ,9.499309962,7.552131517,0.774842243,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2010,Rabi       ,9.177328835,7.608531693,0.881224849,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2011,Rabi       ,9.445379571,7.690136271,0.848399231,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2012,Rabi       ,9.76025299,7.948467425,0.872675053,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2013,Rabi       ,9.908801225,8.011759087,0.861330141,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2014,Rabi       ,10.3848487,8.202858754,0.817933867,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2015,Rabi       ,9.727348724,7.849228959,0.841485799,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2016,Rabi       ,9.8052136,7.965123019,0.86846027,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2017,Rabi       ,10.09073675,8.171517385,0.879754589,Tube Well,9180.030218,10171.94735
ganganagar,Barley,2018,Rabi       ,9.83610283,8.08438398,0.905608705,Sprinkler Irrigation,7141.194633,7053.047708
ganganagar,Barley,2019,Rabi       ,10.09380424,8.235622389,0.902752559,Tube Well,9180.030218,10171.94735
hanumangarh,Barley,1997,Rabi       ,8.947001976,7.005914674,0.682494161,Tube Well,7845.401422,7476.235234
hanumangarh,Barley,1998,Rabi       ,8.612001369,6.731989631,0.655368891,Canal Irrigation,9558.028739,9097.6075
hanumangarh,Barley,1999,Rabi       ,8.566028278,6.902295946,0.749245597,Tube Well,7374.706139,7556.796376
hanumangarh,Barley,2000,Rabi       ,9.003690242,6.953483058,0.639640913,Sprinkler Irrigation,8634.324787,8641.818231
hanumangarh,Barley,2001,Rabi       ,8.291288599,6.744240757,0.756766901,Canal Irrigation,12913.49563,12716.86175
hanumangarh,Barley,2002,Rabi       ,8.998854901,7.180308753,0.749245597,Tube Well,7845.401422,7476.235234
hanumangarh,Barley,2003,Rabi       ,8.557583234,6.826890872,0.717234722,Canal Irrigation,9558.028739,9097.6075
hanumangarh,Barley,2004,Rabi       ,8.505191386,6.870548632,0.751424506,Tube Well,7374.706139,7556.796376
hanumangarh,Barley,2005,Rabi       ,8.807372554,7.063586552,0.751424506,Sprinkler Irrigation,8634.324787,8641.818231
hanumangarh,Barley,2006,Rabi       ,9.164678018,7.338828954,0.773882767,Canal Irrigation,12913.49563,12716.86175
hanumangarh,Barley,2007,Rabi       ,9.454647622,7.576979533,0.798145739,Tube Well,7845.401422,7476.235234
hanumangarh,Barley,2008,Rabi       ,9.783993959,7.954758782,0.869525961,Canal Irrigation,9558.028739,9097.6075
hanumangarh,Barley,2009,Rabi       ,9.224821036,7.463409173,0.81185229,Tube Well,7374.706139,7556.796376
hanumangarh,Barley,2010,Rabi       ,8.9419514,7.311327522,0.822351343,Sprinkler Irrigation,8634.324787,8641.818231
hanumangarh,Barley,2011,Rabi       ,8.956724978,7.348030014,0.83356929,Canal Irrigation,12913.49563,12716.86175
hanumangarh,Barley,2012,Rabi       ,9.051733365,7.430712752,0.84276648,Tube Well,7845.401422,7476.235234
hanumangarh,Barley,2013,Rabi       ,9.158075683,7.532877328,0.857338461,Canal Irrigation,9558.028739,9097.6075
hanumangarh,Barley,2014,Rabi       ,9.29343525,7.650082229,0.869525961,Tube Well,7374.706139,7556.796376
hanumangarh,Barley,2015,Rabi       ,8.737667949,7.2153112,0.836253371,Sprinkler Irrigation,8634.324787,8641.818231
hanumangarh,Barley,2016,Rabi       ,8.745188421,7.239233047,0.843402804,Canal Irrigation,12913.49563,12716.86175
hanumangarh,Barley,2017,Rabi       ,8.993049372,7.353446624,0.826651251,Tube Well,7845.401422,7476.235234
hanumangarh,Barley,2018,Rabi       ,8.385024318,7.039052897,0.854418593,Canal Irrigation,9558.028739,9097.6075
hanumangarh,Barley,2019,Rabi       ,8.917999114,7.38943988,0.859632905,Tube Well,7374.706139,7556.796376
jaipur,Barley,1997,Rabi       ,10.09643963,7.836935456,0.732089064,Tube Well,12240.94753,11467.27627
jaipur,Barley,1998,Rabi       ,10.03669621,7.773007404,0.719785568,Tube Well,8087.602264,8487.712662
jaipur,Barley,1999,Rabi       ,10.0293493,7.79781803,0.733279713,Tube Well,8300.162932,8995.547221
jaipur,Barley,2000,Rabi       ,10.12521378,7.764094685,0.68843544,Tube Well,12240.94753,11467.27627
jaipur,Barley,2001,Rabi       ,9.972207078,7.945223415,0.817185842,Tube Well,8087.602264,8487.712662
jaipur,Barley,2002,Rabi       ,10.05016736,7.930243911,0.789540977,Tube Well,8300.162932,8995.547221
jaipur,Barley,2003,Rabi       ,10.0145257,7.80993736,0.743689773,Tube Well,12240.94753,11467.27627
jaipur,Barley,2004,Rabi       ,9.969307277,7.871398752,0.785977626,Tube Well,8087.602264,8487.712662
jaipur,Barley,2005,Rabi       ,9.943470111,7.846264585,0.781420981,Tube Well,8300.162932,8995.547221
jaipur,Barley,2006,Rabi       ,9.908763611,7.823593408,0.781420981,Tube Well,12240.94753,11467.27627
jaipur,Barley,2007,Rabi       ,9.890319054,7.598636105,0.679463759,Tube Well,8087.602264,8487.712662
jaipur,Barley,2008,Rabi       ,10.01871006,7.958974496,0.811076143,Tube Well,8300.162932,8995.547221
jaipur,Barley,2009,Rabi       ,9.985373913,7.951307827,0.816434388,Tube Well,12240.94753,11467.27627
jaipur,Barley,2010,Rabi       ,10.21727449,8.199150117,0.859632905,Tube Well,8087.602264,8487.712662
jaipur,Barley,2011,Rabi       ,10.15740399,8.007553502,0.793896341,Tube Well,8300.162932,8995.547221
jaipur,Barley,2012,Rabi       ,10.18424163,8.057433659,0.80872582,Tube Well,12240.94753,11467.27627
jaipur,Barley,2013,Rabi       ,10.16985006,8.031113215,0.801471601,Tube Well,8087.602264,8487.712662
jaipur,Barley,2014,Rabi       ,10.15510828,8.065267073,0.820157608,Tube Well,8300.162932,8995.547221
jaipur,Barley,2015,Rabi       ,10.08780991,8.045298668,0.829454898,Tube Well,12240.94753,11467.27627
jaipur,Barley,2016,Rabi       ,10.0937439,8.072632732,0.839544431,Tube Well,8087.602264,8487.712662
jaipur,Barley,2017,Rabi       ,10.0218881,8.052967762,0.849622786,Tube Well,8300.162932,8995.547221
jaipur,Barley,2018,Rabi       ,9.998269611,8.057095469,0.857338461,Tube Well,12240.94753,11467.27627
jaipur,Barley,2019,Rabi       ,10.01111982,8.039893603,0.847165586,Tube Well,8087.602264,8487.712662
jodhpur,Barley,1997,Rabi       ,5.099144221,4.526956021,0.713349434,Sprinkler Irrigation,10110.53999,10754.21731
jodhpur,Barley,1998,Rabi       ,5.530200021,4.814378489,0.710719018,Sprinkler Irrigation,9033.817676,8986.28156
jodhpur,Barley,1999,Rabi       ,5.468086278,4.786111463,0.715947569,Drip Irrigation,10223.5105,10049.54931
jodhpur,Barley,2000,Rabi       ,5.915221472,5.023712705,0.68843544,Sprinkler Irrigation,10110.53999,10754.21731
jodhpur,Barley,2001,Rabi       ,5.687234859,5.08384254,0.776746257,Sprinkler Irrigation,9033.817676,8986.28156
jodhpur,Barley,2002,Rabi       ,6.265728915,5.410769221,0.752504868,Drip Irrigation,10223.5105,10049.54931
jodhpur,Barley,2003,Rabi       ,5.178342752,4.655048983,0.743689773,Sprinkler Irrigation,10110.53999,10754.21731
jodhpur,Barley,2004,Rabi       ,5.121844085,4.652476578,0.757817806,Sprinkler Irrigation,9033.817676,8986.28156
jodhpur,Barley,2005,Rabi       ,5.53589905,4.904852667,0.745930983,Drip Irrigation,10223.5105,10049.54931
jodhpur,Barley,2006,Rabi       ,5.398091683,4.883259836,0.774842243,Sprinkler Irrigation,10110.53999,10754.21731
jodhpur,Barley,2007,Rabi       ,5.808427494,5.059468371,0.733279713,Sprinkler Irrigation,9033.817676,8986.28156
jodhpur,Barley,2008,Rabi       ,5.66780946,5.177795703,0.817933867,Drip Irrigation,10223.5105,10049.54931
jodhpur,Barley,2009,Rabi       ,5.827130482,5.224188336,0.794754569,Sprinkler Irrigation,10110.53999,10754.21731
jodhpur,Barley,2010,Rabi       ,5.812617435,5.230597808,0.801471601,Sprinkler Irrigation,9033.817676,8986.28156
jodhpur,Barley,2011,Rabi       ,5.152701717,4.784040752,0.800646152,Drip Irrigation,10223.5105,10049.54931
jodhpur,Barley,2012,Rabi       ,5.44952712,4.933832365,0.780495632,Sprinkler Irrigation,10110.53999,10754.21731
jodhpur,Barley,2013,Rabi       ,5.281784952,4.914947312,0.817185842,Sprinkler Irrigation,9033.817676,8986.28156
jodhpur,Barley,2014,Rabi       ,5.374636543,4.926513338,0.797304145,Drip Irrigation,10223.5105,10049.54931
jodhpur,Barley,2015,Rabi       ,5.235500912,4.872612569,0.812624833,Sprinkler Irrigation,10110.53999,10754.21731
jodhpur,Barley,2016,Rabi       ,5.684829442,5.234507727,0.834917111,Sprinkler Irrigation,9033.817676,8986.28156
jodhpur,Barley,2017,Rabi       ,5.642924295,5.211156478,0.836253371,Drip Irrigation,10223.5105,10049.54931
jodhpur,Barley,2018,Rabi       ,5.512884184,5.172949488,0.853827568,Sprinkler Irrigation,10110.53999,10754.21731
jodhpur,Barley,2019,Rabi       ,5.74986756,5.318778134,0.849622786,Sprinkler Irrigation,9033.817676,8986.28156
kota,Barley,1997,Rabi       ,6.564985527,5.518477329,0.713349434,Sprinkler Irrigation,6837.301127,6220.534407
kota,Barley,1998,Rabi       ,6.519689326,5.481023364,0.710719018,Tube Well,16966.70819,17472.38859
kota,Barley,1999,Rabi       ,6.23624597,5.305113998,0.715947569,Drip Irrigation,10224.14388,9446.362425
kota,Barley,2000,Rabi       ,6.661401744,5.524442031,0.686964808,Sprinkler Irrigation,10002.79758,10673.14744
kota,Barley,2001,Rabi       ,6.361301955,5.533859881,0.776746257,Sprinkler Irrigation,6837.301127,6220.534407
kota,Barley,2002,Rabi       ,5.949970187,5.199900087,0.752504868,Tube Well,16966.70819,17472.38859
kota,Barley,2003,Rabi       ,5.882948689,5.13325855,0.743689773,Drip Irrigation,10224.14388,9446.362425
kota,Barley,2004,Rabi       ,5.515793282,4.920758247,0.757817806,Sprinkler Irrigation,10002.79758,10673.14744
kota,Barley,2005,Rabi       ,5.507037765,4.885892397,0.745930983,Sprinkler Irrigation,6837.301127,6220.534407
kota,Barley,2006,Rabi       ,5.839386593,5.18047097,0.774842243,Tube Well,16966.70819,17472.38859
kota,Barley,2007,Rabi       ,5.940955332,5.148667647,0.733279713,Drip Irrigation,10224.14388,9446.362425
kota,Barley,2008,Rabi       ,5.884879508,5.322564525,0.817933867,Sprinkler Irrigation,10002.79758,10673.14744
kota,Barley,2009,Rabi       ,5.69916663,5.138439605,0.794754569,Sprinkler Irrigation,6837.301127,6220.534407
kota,Barley,2010,Rabi       ,6.224439094,5.504828472,0.801471601,Tube Well,16966.70819,17472.38859
kota,Barley,2011,Rabi       ,6.014006901,5.362676273,0.800646152,Drip Irrigation,10224.14388,9446.362425
kota,Barley,2012,Rabi       ,5.877131223,5.327159384,0.821623393,Sprinkler Irrigation,10002.79758,10673.14744
kota,Barley,2013,Rabi       ,5.480250935,5.048898811,0.817185842,Sprinkler Irrigation,6837.301127,6220.534407
kota,Barley,2014,Rabi       ,5.347065734,4.907392316,0.797304145,Tube Well,16966.70819,17472.38859
kota,Barley,2015,Rabi       ,5.325823161,4.933832365,0.812624833,Drip Irrigation,10224.14388,9446.362425
kota,Barley,2016,Rabi       ,5.38476317,5.033368327,0.834917111,Sprinkler Irrigation,10002.79758,10673.14744
kota,Barley,2017,Rabi       ,5.754338357,5.285344305,0.836253371,Sprinkler Irrigation,6837.301127,6220.534407
kota,Barley,2018,Rabi       ,5.056801429,4.866313324,0.853827568,Tube Well,16966.70819,17472.38859
kota,Barley,2019,Rabi       ,5.988594212,5.476852038,0.849622786,Drip Irrigation,10224.14388,9446.362425
nagaur,Barley,1997,Rabi       ,8.727965613,6.911987322,0.705358844,Drip Irrigation,7608.361869,7927.147091
nagaur,Barley,1998,Rabi       ,8.546815508,6.757686487,0.686964808,Sprinkler Irrigation,11739.96657,11617.91067
nagaur,Barley,1999,Rabi       ,8.610094375,6.7054288,0.643225178,Sprinkler Irrigation,6952.117593,7646.851014
nagaur,Barley,2000,Rabi       ,8.764322241,6.707434304,0.594275554,Tube Well,7677.250652,7183.275594
nagaur,Barley,2001,Rabi       ,8.517456645,6.915527741,0.768018771,Drip Irrigation,7608.361869,7927.147091
nagaur,Barley,2002,Rabi       ,8.739311704,6.838266771,0.666923978,Sprinkler Irrigation,11739.96657,11617.91067
nagaur,Barley,2003,Rabi       ,8.670001102,6.966532228,0.748146946,Sprinkler Irrigation,6952.117593,7646.851014
nagaur,Barley,2004,Rabi       ,8.702478243,6.966826203,0.73797335,Tube Well,7677.250652,7183.275594
nagaur,Barley,2005,Rabi       ,8.753084304,6.958878183,0.719785568,Drip Irrigation,7608.361869,7927.147091
nagaur,Barley,2006,Rabi       ,8.75901354,7.075604125,0.770973976,Sprinkler Irrigation,11739.96657,11617.91067
nagaur,Barley,2007,Rabi       ,8.905366819,6.824075555,0.606901968,Sprinkler Irrigation,6952.117593,7646.851014
nagaur,Barley,2008,Rabi       ,8.843417939,7.115267919,0.765016,Tube Well,7677.250652,7183.275594
nagaur,Barley,2009,Rabi       ,8.744891833,7.094223518,0.783257549,Drip Irrigation,7608.361869,7927.147091
nagaur,Barley,2010,Rabi       ,9.061773069,7.29190819,0.781420981,Sprinkler Irrigation,11739.96657,11617.91067
nagaur,Barley,2011,Rabi       ,8.707218336,7.030962077,0.766022281,Sprinkler Irrigation,6952.117593,7646.851014
nagaur,Barley,2012,Rabi       ,8.87749776,7.130869796,0.761964476,Tube Well,7677.250652,7183.275594
nagaur,Barley,2013,Rabi       ,8.866245143,7.156182236,0.776746257,Drip Irrigation,7608.361869,7927.147091
nagaur,Barley,2014,Rabi       ,8.74866567,7.010688661,0.744813561,Sprinkler Irrigation,11739.96657,11617.91067
nagaur,Barley,2015,Rabi       ,8.546067912,6.924547957,0.764004303,Sprinkler Irrigation,6952.117593,7646.851014
nagaur,Barley,2016,Rabi       ,8.465053595,6.888080573,0.770973976,Tube Well,7677.250652,7183.275594
nagaur,Barley,2017,Rabi       ,8.378234515,6.859916777,0.783257549,Drip Irrigation,7608.361869,7927.147091
nagaur,Barley,2018,Rabi       ,8.175129242,6.725865268,0.781420981,Sprinkler Irrigation,11739.96657,11617.91067
nagaur,Barley,2019,Rabi       ,8.661461255,7.136147553,0.823797469,Sprinkler Irrigation,6952.117593,7646.851014
udaipur,Barley,1997,Rabi       ,8.657036016,6.906961323,0.723554279,Tube Well,7677.250652,7183.275594
udaipur,Barley,1998,Rabi       ,8.537801163,6.804102955,0.7120383,Drip Irrigation,7608.361869,7927.147091
udaipur,Barley,1999,Rabi       ,7.912375141,6.283988995,0.657054609,Sprinkler Irrigation,11739.96657,11617.91067
udaipur,Barley,2000,Rabi       ,7.284920391,5.924776169,0.682494161,Sprinkler Irrigation,6952.117593,7646.851014
udaipur,Barley,2001,Rabi       ,7.992793378,6.373147436,0.674841114,Tube Well,7677.250652,7183.275594
udaipur,Barley,2002,Rabi       ,7.36422636,5.918831125,0.655368891,Drip Irrigation,7608.361869,7927.147091
udaipur,Barley,2003,Rabi       ,7.912958718,6.564295952,0.784168842,Sprinkler Irrigation,11739.96657,11617.91067
udaipur,Barley,2004,Rabi       ,8.381862396,6.732267971,0.72479545,Sprinkler Irrigation,6952.117593,7646.851014
udaipur,Barley,2005,Rabi       ,8.627957099,6.912912053,0.7356402,Tube Well,7677.250652,7183.275594
udaipur,Barley,2006,Rabi       ,8.76468465,6.928881218,0.702627792,Drip Irrigation,7608.361869,7927.147091
udaipur,Barley,2007,Rabi       ,8.602773931,6.837263231,0.708055701,Sprinkler Irrigation,11739.96657,11617.91067
udaipur,Barley,2008,Rabi       ,8.067202898,6.418326726,0.673279257,Sprinkler Irrigation,6952.117593,7646.851014
udaipur,Barley,2009,Rabi       ,7.880063654,6.324340239,0.686964808,Tube Well,7677.250652,7183.275594
udaipur,Barley,2010,Rabi       ,8.358352531,6.600700759,0.670123415,Drip Irrigation,7608.361869,7927.147091
udaipur,Barley,2011,Rabi       ,8.587230539,6.965218696,0.770973976,Sprinkler Irrigation,11739.96657,11617.91067
udaipur,Barley,2012,Rabi       ,8.586963142,6.854271621,0.721049408,Sprinkler Irrigation,6952.117593,7646.851014
udaipur,Barley,2013,Rabi       ,8.536289542,6.906835074,0.758862968,Tube Well,7677.250652,7183.275594
udaipur,Barley,2014,Rabi       ,8.576920309,6.888106712,0.739129825,Drip Irrigation,7608.361869,7927.147091
udaipur,Barley,2015,Rabi       ,8.598562638,6.981347074,0.774842243,Sprinkler Irrigation,11739.96657,11617.91067
udaipur,Barley,2016,Rabi       ,8.584105718,6.969824665,0.773882767,Sprinkler Irrigation,6952.117593,7646.851014
udaipur,Barley,2017,Rabi       ,8.553792791,6.914458078,0.757817806,Tube Well,7677.250652,7183.275594
udaipur,Barley,2018,Rabi       ,8.461553989,6.864139856,0.761964476,Drip Irrigation,7608.361869,7927.147091
udaipur,Barley,2019,Rabi       ,8.521410306,6.979009088,0.794754569,Sprinkler Irrigation,11739.96657,11617.91067
ajmer,Jowar,1997,Kharif     ,10.62766437,7.155545436,0.253172224,Sprinkler Irrigation,13310.5613,12879.77876
ajmer,Jowar,1998,Kharif     ,10.62189856,6.173508284,0.056845935,Canal Irrigation,10494.50334,11480.93303
ajmer,Jowar,1999,Kharif     ,10.67579825,6.883644908,0.161674644,Tube Well,14424.59463,15127.51233
ajmer,Jowar,2000,Kharif     ,10.75872338,6.577730047,0.091542433,Drip Irrigation,13263.7736,13514.24671
ajmer,Jowar,2001,Kharif     ,10.79437485,7.454457295,0.323479882,Canal Irrigation,11489.44244,11979.86513
ajmer,Jowar,2002,Kharif     ,10.64509093,5.945393092,0.038572545,Tube Well,14424.59463,15127.51233
ajmer,Jowar,2003,Kharif     ,10.84693219,7.613491208,0.378812038,Drip Irrigation,13263.7736,13514.24671
ajmer,Jowar,2004,Kharif     ,10.73221126,7.080351741,0.203211342,Canal Irrigation,11489.44244,11979.86513
ajmer,Jowar,2005,Kharif     ,10.8244836,5.867916313,0.029189641,Tube Well,14424.59463,15127.51233
ajmer,Jowar,2006,Kharif     ,10.91664269,7.662797803,0.383073135,Drip Irrigation,13263.7736,13514.24671
ajmer,Jowar,2007,Kharif     ,10.84268961,7.484714355,0.323479882,Canal Irrigation,11489.44244,11979.86513
ajmer,Jowar,2008,Kharif     ,10.88162023,7.589966227,0.361255902,Tube Well,14424.59463,15127.51233
ajmer,Jowar,2009,Kharif     ,10.90347572,5.621223804,0.019636482,Drip Irrigation,13263.7736,13514.24671
